id,release_date,movie,production_budget,domestic_gross,worldwide_gross
36,2004-12-29,In Good Company,,,
37,2010-01-22,Legion,,,
38,2012-08-29,Lawless,,,
39,2002-03-29,Clockstoppers,,,
40,1985-07-10,Silverado,,,
41,2009-12-04,Brothers,,,
42,2014-10-17,The Best of Me,,,
43,2004-03-12,Agent Cody Banks 2: Destination London,,,
44,2001-08-03,Original Sin,,,
45,2012-04-27,The Raven,,,
46,2004-02-20,Welcome to Mooseport,,,
47,1995-01-27,Highlander: The Final Dimension,,,
48,2015-07-10,Self/Less,,,
49,2001-08-24,The Curse of the Jade Scorpion,,,
50,2013-10-18,The Fifth Estate,,,
51,1997-02-21,Blood and Wine,,,
52,2014-03-21,Blood Ties,,,
53,1997-08-24,The Grimm Brothers' Snow White,,,
54,2015-06-30,Viy,,,
55,2015-03-17,Accidental Love,,,
56,2015-04-24,The Face of an Angel,,,
57,1996-05-17,Flipper,,,
58,2005-08-31,The Constant Gardener,,,
59,2008-10-17,W.,,,
60,2004-02-25,The Passion of the Christ,,,
61,1993-11-24,Mrs. Doubtfire,,,
62,1988-12-16,Rain Man,,,
63,2011-08-10,The Help,,,
64,2016-12-25,Hidden Figures,,,
65,2008-12-12,Gran Torino,,,
66,2009-01-30,Taken,,,
67,2014-01-17,Ride Along,,,
68,1992-11-25,The Bodyguard,,,
69,1993-12-15,Schindlerâs List,,,
70,2003-07-02,"Legally Blonde 2: Red, White & Blonde",,,
71,2004-03-26,Scooby-Doo 2: Monsters Unleashed,,,
72,2004-07-09,Anchorman: The Legend of Ron Burgundy,,,
73,2003-08-15,Freddy vs. Jason,,,
74,2007-02-16,Bridge to Terabithia,,,
75,2001-12-21,Jimmy Neutron: Boy Genius,,,
76,2008-01-18,Cloverfield,,,
77,2010-02-05,Dear John,,,
78,1991-03-22,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,,,
79,2012-12-25,Parental Guidance,,,
80,1987-06-03,The Untouchables,,,
81,2007-11-09,No Country for Old Men,,,
82,2001-04-13,Bridget Jones's Diary,,,
83,2000-12-15,Chocolat,,,
84,2011-01-21,No Strings Attached,,,
85,2012-01-13,Contraband,,,
86,2017-01-27,A Dogâs Purpose,,,
87,2012-04-20,The Lucky One,,,
88,1993-12-25,Tombstone,,,
89,2000-03-22,Romeo Must Die,,,
90,2006-06-06,The Omen,,,
91,2006-02-10,Final Destination 3,,,
92,2011-04-22,Madea's Big Happy Family,,,
93,2013-12-13,Tyler Perry's A Madea Christmas,,,
94,2004-11-12,Finding Neverland,,,
95,2012-01-27,The Grey,,,
96,2005-01-28,Hide and Seek,,,
97,1986-05-23,Cobra,,,
98,2008-08-22,The House Bunny,,,
99,2003-03-14,Agent Cody Banks,,,
100,2006-01-27,Nanny McPhee,,,
1,1990-09-19,Goodfellas,,,
2,2014-08-15,The Giver,,,
3,1983-12-09,Scarface,,,
4,1997-07-18,Nothing To Lose,,,
5,1987-11-20,The Last Emperor,,,
6,2015-11-20,The Night Before,,,
7,1993-10-15,The Beverly Hillbillies,,,
8,2002-12-27,The Hours,,,
9,1997-08-22,Money Talks,,,
10,2007-12-26,There Will Be Blood,,,
11,2002-12-20,The Wild Thornberrys Movie,,,
12,2003-06-13,Rugrats Go Wild,,,
13,2005-06-01,The Sisterhood of the Traveling Pants,,,
14,2002-05-31,Undercover Brother,,,
15,2013-12-25,August: Osage County,,,
16,2001-07-06,Kiss of the Dragon,,,
17,2014-05-16,Million Dollar Arm,,,
18,2004-01-01,Beauty Shop,,,
19,2003-04-04,What a Girl Wants,,,
20,2003-08-29,Jeepers Creepers II,,,
21,2018-09-07,Peppermint,,,
22,2007-09-21,Good Luck Chuck,,,
23,2003-02-28,Cradle 2 the Grave,,,
24,2006-03-17,She's the Man,,,
25,2014-12-10,The Gambler,,,
26,2007-08-24,Mr. Beanâs Holiday,,,
27,2016-04-29,Motherâs Day,,,
28,1998-10-16,Bride of Chucky,,,
29,2017-02-17,Fist Fight,,,
30,2007-11-21,August Rush,,,
31,2004-08-27,Anacondas: The Hunt for the Blood Orchid,,,
32,2011-12-09,The Sitter,,,
33,1998-11-06,Elizabeth,,,
34,1970-09-23,"Tora, Tora, Tora",,,
35,1998-01-23,Spice World,,,
36,2014-04-11,Draft Day,,,
37,1994-09-23,The Shawshank Redemption,,,
38,2017-02-03,Rings,,,
39,2009-05-22,Dance Flick,,,
40,2001-04-20,Crocodile Dundee in Los Angeles,,,
41,1996-07-26,Kingpin,,,
42,2005-03-18,Ice Princess,,,
43,2011-08-26,Don't Be Afraid of the Dark,,,
44,2010-04-23,The Losers,,,
45,2009-04-24,Fighting,,,
46,2007-08-24,War,,,
47,1995-04-07,Don Juan DeMarco,,,
48,2005-04-22,A Lot Like Love,,,
49,1998-05-01,He Got Game,,,
50,2011-02-11,The Eagle,,,
51,2015-08-05,Shaun the Sheep,,,
52,2011-09-02,Shark Night 3D,,,
53,2017-03-24,CHiPS,,,
54,2002-10-11,Punch-Drunk Love,,,
55,2004-02-20,Eurotrip,,,
56,2017-12-22,Father Figures,,,
57,2008-04-04,The Ruins,,,
58,2013-10-25,The Counselor,,,
59,2006-12-08,Unaccompanied Minors,,,
60,2018-12-07,Mary Queen of Scots,,,
61,1988-04-01,"Bright Lights, Big City",,,
62,2002-11-15,Half Past Dead,,,
63,1986-04-18,Legend,,,
64,1996-07-26,The Adventures of Pinocchio,,,
65,2005-09-30,The Greatest Game Ever Played,,,
66,2009-11-06,The Box,,,
67,2000-03-03,The Next Best Thing,,,
68,2010-10-08,My Soul to Take,,,
69,2004-04-09,The Girl Next Door,,,
70,2008-08-15,Fly Me To the Moon,,,
71,1996-09-13,Maximum Risk,,,
72,2002-09-13,Stealing Harvard,,,
73,2007-08-03,Hot Rod,,,
74,2011-09-09,Warrior,,,
75,1999-12-24,Angela's Ashes,,,
76,2017-09-22,Battle of the Sexes,,,
77,2012-12-21,Cirque du Soleil: Worlds Away,,,
78,2015-11-13,The 33,,,
79,1985-06-21,Lifeforce,,,
80,2011-04-15,The Conspirator,,,
81,2002-07-03,The Powerpuff Girls,,,
82,2005-06-03,The Lords of Dogtown,,,
83,1986-07-01,Big Trouble in Little China,,,
84,1996-10-11,Michael Collins,,,
85,2008-03-28,Stop-Loss,,,
86,1993-10-08,Gettysburg,,,
87,2002-10-18,Abandon,,,
88,2011-09-16,Straw Dogs,,,
89,1999-08-13,Brokedown Palace,,,
90,2002-08-16,Possession,,,
91,1996-04-19,Mrs. Winterbourne,,,
92,1991-05-17,Stone Cold,,,
93,2019-01-25,Serenity,,,
94,2009-11-25,The Road,,,
95,2018-10-12,Beautiful Boy,,,
96,2007-04-06,The Hoax,,,
97,2019-03-15,Captive State,,,
98,1984-08-17,Sheena,,,
99,2005-09-02,Underclassman,,,
100,2001-03-23,Say It Isn't So,,,
1,2005-12-07,The World's Fastest Indian,,,
2,2008-04-25,Deception,,,
3,1995-03-01,Tank Girl,,,
4,2005-04-22,King's Ransom,,,
5,2008-10-03,Blindness,,,
6,2018-04-13,Sgt. Stubby: An American Hero,,,
7,2011-12-16,Carnage,,,
8,2017-09-01,Tulip Fever,,,
9,2006-01-06,BloodRayne,,,
10,2015-11-20,Legend,,,
11,2009-11-20,Bad Lieutenant: Port of Call New Orleans,,,
12,2016-01-29,Jane Got a Gun,,,
13,2009-11-25,Me and Orson Welles,,,
14,2005-09-16,Venom,,,
15,2005-10-14,Where the Truth Lies,,,
16,1998-09-11,Without Limits,,,
17,2013-03-22,On the Road,,,
18,2012-08-24,Les petits mouchoirs,,,
19,2010-06-30,Love Ranch,,,
20,2015-04-24,Yi ge ren de wu lin,,,
21,2010-12-31,Sammy's avonturen: De geheime doorgang,,,
22,2010-12-31,Belka i Strelka. Zvezdnye sobaki,,,
23,2017-12-31,Matilda,,,
24,2011-10-04,La vÃ©ritable histoire du Chat BottÃ©,,,
25,2011-07-08,Ironclad,,,
26,2019-05-10,The Professor and the Madman,,,
27,2015-03-10,Red Sky,,,
28,1970-01-01,Waterloo,,,
29,2014-01-10,The Adventurer: The Curse of the Midas Box,,,
30,2019-12-31,Reagan,,,
31,2012-11-09,Dangerous Liaisons,,,
32,1986-11-26,Star Trek IV: The Voyage Home,,,
33,1997-12-12,Scream 2,,,
34,2003-02-21,Old School,,,
35,2006-12-20,Rocky Balboa,,,
36,2014-06-20,Think Like a Man Too,,,
37,2016-12-16,Fences,,,
38,2000-02-18,The Whole Nine Yards,,,
39,2011-10-14,Footloose,,,
40,2017-04-07,Going in Style,,,
41,1991-07-12,Point Break,,,
42,1991-09-20,The Fisher King,,,
43,1998-11-13,I Still Know What You Did Last Summer,,,
44,2007-11-21,Hitman,,,
45,1969-12-16,"Hello, Dolly",,,
46,2000-04-07,Return to Me,,,
47,2009-11-06,The Men Who Stare at Goats,,,
48,2008-10-31,Zack and Miri Make a Porno,,,
49,2001-01-12,Double Take,,,
50,1999-12-21,"Girl, Interrupted",,,
51,2000-09-08,Nurse Betty,,,
52,2010-08-20,Piranha 3D,,,
53,2010-11-24,Faster,,,
54,1978-10-24,The Wiz,,,
55,2004-01-23,Win a Date with Tad Hamilton!,,,
56,1999-07-14,Muppets From Space,,,
57,2000-04-07,Ready to Rumble,,,
58,2011-09-16,I Don't Know How She Does It,,,
59,1999-12-24,Play it to the Bone,,,
60,2013-12-20,Dhoom 3,,,
61,2004-12-17,Beyond the Sea,,,
62,2005-06-10,Hauru no ugoku shiro,,,
63,1998-03-27,Meet the Deedles,,,
64,1995-08-25,The Thief and the Cobbler,,,
65,2005-06-10,The Bridge of San Luis Rey,,,
66,2007-12-31,Flood,,,
67,2009-10-02,Zombieland,,,
68,1980-05-21,Star Wars Ep. V: The Empire Strikes Back,,,
69,1998-11-06,The Waterboy,,,
70,1991-06-28,The Naked Gun 2Â½: The Smell of Fear,,,
71,2018-11-16,Green Book,,,
72,1995-04-07,Bad Boys,,,
73,2015-01-16,The Wedding Ringer,,,
74,2000-03-17,Final Destination,,,
75,1976-12-17,King Kong,,,
76,2011-10-07,The Ides of March,,,
77,2000-02-18,Pitch Black,,,
78,2018-10-05,The Hate U Give,,,
79,2001-03-30,Someone Like You,,,
80,2014-01-10,Her,,,
81,2001-10-05,Joy Ride,,,
82,2012-02-17,Kari gurashi no Arietti,,,
83,2012-01-20,Haywire,,,
84,1999-11-12,Anywhere But Here,,,
85,2004-09-01,Vanity Fair,,,
86,2016-02-26,Eddie the Eagle,,,
87,1987-07-17,Jaws 4: The Revenge,,,
88,2000-08-25,The Crew,,,
89,1996-12-20,Marvin's Room,,,
90,2004-01-09,Chasing Liberty,,,
91,2008-08-22,The Longshots,,,
92,1999-12-03,The End of the Affair,,,
93,1991-08-23,Harley Davidson and the Marlboro Man,,,
94,2007-09-14,In the Valley of Elah,,,
95,2009-09-25,Coco avant Chanel,,,
96,2009-06-26,ChÃ©ri,,,
97,2013-06-28,Redemption,,,
98,2008-04-25,Rogue,,,
99,2017-05-05,ChÄi dÃ n zhuÄnjiÄ,,,
100,2011-03-15,Shi Yue Wei Cheng,,,
1,1987-06-24,Spaceballs,,,
2,2007-06-22,1408,,,
3,2016-11-18,Nocturnal Animals,,,
4,2015-04-24,The Water Diviner,,,
5,1990-07-13,Ghost,,,
6,1998-07-15,There's Something About Mary,,,
7,1994-11-11,The Santa Clause,,,
8,2007-09-28,The Game Plan,,,
9,2002-03-29,The Rookie,,,
10,1995-06-02,The Bridges of Madison County,,,
11,2014-02-28,Son of God,,,
12,2001-06-01,The Animal,,,
13,2014-08-08,The Hundred-Foot Journey,,,
14,1982-12-08,Gandhi,,,
15,2003-09-19,Underworld,,,
16,1995-07-28,The Net,,,
17,2012-08-03,Diary of a Wimpy Kid: Dog Days,,,
18,2001-12-28,I Am Sam,,,
19,2005-11-11,Derailed,,,
20,2009-09-18,The Informant!,,,
21,2013-11-22,Delivery Man,,,
22,2016-02-05,"Hail, Caesar!",,,
23,2001-08-24,Jay and Silent Bob Strike Back,,,
24,1993-12-29,Shadowlands,,,
25,2008-08-27,Traitor,,,
26,2005-08-12,Deuce Bigalow: European Gigolo,,,
27,2017-05-19,Diary of a Wimpy Kid: The Long Haul,,,
28,2008-01-18,Mad Money,,,
29,2013-11-27,Homefront,,,
30,2008-09-19,Igor,,,
31,2001-02-09,Saving Silverman,,,
32,1999-07-02,Summer of Sam,,,
33,2001-09-14,The Glass House,,,
34,2015-09-04,The Transporter Refueled,,,
35,1980-06-13,The Island,,,
36,2001-04-11,Josie and the Pussycats,,,
37,2012-08-22,Hit & Run,,,
38,2000-10-27,The Little Vampire,,,
39,2004-10-01,I Heart Huckabees,,,
40,2017-11-17,"Roman J. Israel, Esq.",,,
41,2013-12-04,Out of the Furnace,,,
42,1993-11-05,RoboCop 3,,,
43,1999-08-27,Dudley Do-Right,,,
44,2017-12-08,Just Getting Started,,,
45,2001-09-21,Megiddo: Omega Code 2,,,
46,1970-01-01,Darling Lili,,,
47,2005-11-23,The Libertine,,,
48,2007-04-06,Zwartboek,,,
49,2014-10-31,Before I Go to Sleep,,,
50,2010-10-08,Stone,,,
51,2006-03-03,Joyeux NoÃ«l,,,
52,2013-12-31,Metegol,,,
53,1977-06-24,Sorcerer,,,
54,2007-07-27,MoliÃ¨re,,,
55,2007-10-05,Michael Clayton,,,
56,1999-07-09,Arlington Road,,,
57,1996-12-20,My Fellow Americans,,,
58,2012-06-22,To Rome with Love,,,
59,2012-11-16,Silver Linings Playbook,,,
60,2018-04-06,Blockers,,,
61,2019-04-05,Pet Sematary,,,
62,1999-06-30,"South Park: Bigger, Longer & Uncut",,,
63,1982-06-18,Firefox,,,
64,2010-04-16,Death at a Funeral,,,
65,1993-03-19,Teenage Mutant Ninja Turtles III,,,
66,2001-09-14,Hardball,,,
67,2010-11-05,For Colored Girls,,,
68,2007-01-05,Freedom Writers,,,
69,2017-08-04,Kidnap,,,
70,2002-10-11,The Transporter,,,
71,2008-03-14,Never Back Down,,,
72,2011-12-09,Tinker Tailor Soldier Spy,,,
73,2017-09-22,Victoria and Abdul,,,
74,1999-11-05,The Bachelor,,,
75,1999-03-12,The Rage: Carrie 2,,,
76,2008-08-01,Swing Vote,,,
77,2009-06-05,Away We Go,,,
78,2002-09-27,Moonlight Mile,,,
79,2011-05-06,The Beaver,,,
80,2017-02-24,Bitter Harvest,,,
81,1999-10-22,Molly,,,
82,2019-02-01,Velvet Buzzsaw,,,
83,1999-04-23,eXistenZ,,,
84,1982-07-23,The Best Little Whorehouse in Texas,,,
85,2006-08-11,Pulse,,,
86,1991-11-13,Beauty and the Beast,,,
87,1981-06-12,Raiders of the Lost Ark,,,
88,2019-03-22,Us,,,
89,1992-11-20,Home Alone 2: Lost in New York,,,
90,1977-11-16,Close Encounters of the Third Kind,,,
91,1987-05-20,Beverly Hills Cop II,,,
92,2016-12-09,La La Land,,,
93,2013-07-19,The Conjuring,,,
94,2003-03-07,Bringing Down the House,,,
95,2017-11-17,Wonder,,,
96,1991-02-14,The Silence of the Lambs,,,
97,1992-02-14,Wayne's World,,,
98,2010-10-15,Jackass 3D,,,
99,2016-07-29,Bad Moms,,,
100,2019-01-18,Glass,,,
1,1978-06-16,Jaws 2,,,
2,2008-10-03,Beverly Hills Chihuahua,,,
3,2014-07-02,Tammy,,,
4,2005-01-21,Are We There Yet?,,,
5,2011-11-16,The Descendants,,,
6,2003-10-03,School of Rock,,,
7,2007-04-13,Disturbia,,,
8,1993-07-16,Free Willy,,,
9,2016-10-21,Tyler Perryâs Boo! A Madea Halloween,,,
10,1995-08-18,Mortal Kombat,,,
11,2004-06-23,White Chicks,,,
12,2009-04-24,Obsessed,,,
13,2003-04-18,Holes,,,
14,2012-06-29,Tyler Perry's Madea's Witness Protection,,,
15,2010-03-31,The Last Song,,,
16,2010-04-02,Why Did I Get Married Too?,,,
17,1998-10-23,La vita Ã¨ bella,,,
18,2013-10-18,12 Years a Slave,,,
19,2002-12-13,Drumline,,,
20,2016-06-03,Me Before You,,,
21,2019-02-08,What Men Want,,,
22,2016-04-15,Barbershop: The Next Cut,,,
23,1990-12-07,Edward Scissorhands,,,
24,2018-09-14,A Simple Favor,,,
25,2015-01-09,Selma,,,
26,1980-12-12,Popeye,,,
27,2006-02-17,Date Movie,,,
28,2002-02-15,Peter Pan: Return to Neverland,,,
29,2003-02-14,The Jungle Book 2,,,
30,2007-03-16,Premonition,,,
31,2017-10-20,Tyler Perryâs Boo 2! A Madea Halloween,,,
32,2005-02-04,Boogeyman,,,
33,2000-02-11,The Tigger Movie,,,
34,2015-11-06,Spotlight,,,
35,2018-03-30,Acrimony,,,
36,2015-06-26,Max,,,
37,2008-03-21,Meet the Browns,,,
38,2009-07-24,Orphan,,,
39,2017-11-17,The Star,,,
40,2007-01-26,Epic Movie,,,
41,2008-09-19,Lakeview Terrace,,,
42,2006-10-13,The Grudge 2,,,
43,2016-07-27,Nerve,,,
44,1982-05-14,Conan the Barbarian,,,
45,1998-08-14,How Stella Got Her Groove Back,,,
46,1991-07-19,Bill & Ted's Bogus Journey,,,
47,2006-10-13,Man of the Year,,,
48,2016-02-19,Risen,,,
49,2010-08-18,Vampires Suck,,,
50,1979-12-21,The Black Hole,,,
51,2010-09-01,The American,,,
52,1997-03-21,Selena,,,
53,2011-11-04,A Very Harold & Kumar 3D Christmas,,,
54,2004-03-19,Eternal Sunshine of the Spotless Mind,,,
55,2013-01-04,Texas Chainsaw 3D,,,
56,2006-10-27,Babel,,,
57,2014-09-19,This is Where I Leave You,,,
58,2008-12-12,Doubt,,,
59,2004-10-15,Team America: World Police,,,
60,1995-10-27,Copycat,,,
61,2013-04-12,Scary Movie V,,,
62,2010-03-12,She's Out of My League,,,
63,2008-11-26,Milk,,,
64,1969-10-15,Paint Your Wagon,,,
65,2011-08-31,The Debt,,,
66,2002-10-25,Ghost Ship,,,
67,2010-01-08,Daybreakers,,,
68,2008-03-07,The Bank Job,,,
69,1998-03-20,Wild Things,,,
70,2009-10-16,The Stepfather,,,
71,2000-03-31,High Fidelity,,,
72,2006-04-28,Stick It,,,
73,2008-01-04,One Missed Call,,,
74,1996-01-12,Eye for an Eye,,,
75,2008-04-11,Street Kings,,,
76,2013-08-23,The World's End,,,
77,1996-01-19,From Dusk Till Dawn,,,
78,2010-09-24,You Again,,,
79,2007-06-15,Nancy Drew,,,
80,2010-09-17,Alpha and Omega 3D,,,
81,2018-12-25,On the Basis of Sex,,,
82,2014-02-14,Endless Love,,,
83,2006-09-08,The Covenant,,,
84,2011-07-01,Monte Carlo,,,
85,2006-03-24,Stay Alive,,,
86,2005-10-07,2 For the Money,,,
87,2017-06-16,Rough Night,,,
88,1998-12-04,Psycho,,,
89,1990-10-19,Quigley Down Under,,,
90,1995-09-27,To Die For,,,
91,2009-08-21,Shorts,,,
92,1998-10-30,Vampires,,,
93,2008-09-19,Appaloosa,,,
94,2015-11-20,Secret in Their Eyes,,,
95,2004-08-13,Yu-Gi-Oh,,,
96,2007-03-23,Reign Over Me,,,
97,2008-09-19,My Best Friend's Girl,,,
98,2007-05-11,Georgia Rule,,,
99,1981-07-31,Under the Rainbow,,,
100,1985-04-12,Ladyhawke,,,
1,2007-09-21,Into the Wild,,,
2,1998-09-11,Simon Birch,,,
3,2005-02-11,Pooh's Heffalump Movie,,,
4,2006-09-29,School for Scoundrels,,,
5,2012-10-26,Silent Hill: Revelation 3D,,,
6,1995-11-03,Home for the Holidays,,,
7,2017-03-31,The Zookeeperâs Wife,,,
8,2009-02-20,Fired Up,,,
9,2005-04-08,Kung Fu Hustle,,,
10,2002-07-26,The Country Bears,,,
11,2017-09-29,Flatliners,,,
12,2007-03-16,Dead Silence,,,
13,2003-11-21,21 Grams,,,
14,2009-12-04,Armored,,,
15,2007-12-14,The Kite Runner,,,
16,2004-09-03,Paparazzi,,,
17,2003-01-17,A Guy Thing,,,
18,1965-02-15,The Greatest Story Ever Told,,,
19,2000-07-21,Loser,,,
20,1998-03-06,Twilight,,,
21,2009-09-23,Capitalism: A Love Story,,,
22,2012-04-13,Lockout,,,
23,2008-08-29,Disaster Movie,,,
24,2011-09-30,What's Your Number?,,,
25,1997-11-14,The Man Who Knew Too Little,,,
26,2009-04-17,Crank 2: High Voltage,,,
27,2015-10-30,Burnt,,,
28,2004-04-30,Envy,,,
29,2006-10-13,One Night with the King,,,
30,1994-10-21,Bullets Over Broadway,,,
31,2008-09-19,Ghost Town,,,
32,2002-11-22,The Quiet American,,,
33,2016-02-26,Triple 9,,,
34,2016-09-02,The Light Between Oceans,,,
35,2005-10-28,The Weather Man,,,
36,2002-08-23,Undisputed,,,
37,2009-03-27,12 Rounds,,,
38,2010-10-01,Let Me In,,,
39,1994-05-06,3 Ninjas Kick Back,,,
40,2008-02-22,Be Kind Rewind,,,
41,2005-12-09,Mrs. Henderson Presents,,,
42,1997-12-12,Deconstructing Harry,,,
43,1999-10-22,Three to Tango,,,
44,1989-12-15,We're No Angels,,,
45,1996-12-06,Everyone Says I Love You,,,
46,2007-08-31,Death Sentence,,,
47,2016-06-03,Popstar: Never Stop Never Stopping,,,
48,2017-10-27,Thank You for Your Service,,,
49,2009-12-04,Everybody's Fine,,,
50,2004-08-27,Superbabies: Baby Geniuses 2,,,
51,2013-09-20,Battle of the Year,,,
52,2016-04-29,Ratchet and Clank,,,
53,2007-08-17,Death at a Funeral,,,
54,2005-09-09,The Man,,,
55,2007-01-05,Code Name: The Cleaner,,,
56,2014-12-12,Inherent Vice,,,
57,2004-04-16,Connie & Carla,,,
58,2013-10-11,Machete Kills,,,
59,1969-01-01,Sweet Charity,,,
60,2006-02-24,Doogal,,,
61,2005-09-16,Proof,,,
62,2008-10-03,An American Carol,,,
63,2003-03-14,Willard,,,
64,2008-02-01,Strange Wilderness,,,
65,2015-04-24,Little Boy,,,
66,1999-12-17,Topsy Turvy,,,
67,2012-10-26,Chasing Mavericks,,,
68,2014-12-31,A Most Violent Year,,,
69,2011-11-23,A Dangerous Method,,,
70,2006-07-07,A Scanner Darkly,,,
71,2009-08-14,Bandslam,,,
72,2005-01-28,Alone in the Dark,,,
73,2004-10-29,Birth,,,
74,2016-08-26,Hands of Stone,,,
75,2008-10-24,Passchendaele,,,
76,2008-10-03,Flash of Genius,,,
77,2007-11-21,Iâm Not There,,,
78,2012-09-07,The Cold Light of Day,,,
79,2009-05-15,The Brothers Bloom,,,
80,2008-10-24,"Synecdoche, New York",,,
81,2018-10-26,Suspiria,,,
82,2017-11-03,LBJ,,,
83,1999-10-29,Mononoke-hime,,,
84,2004-03-19,Bon Voyage,,,
85,2015-11-13,My All-American,,,
86,1980-06-20,Can't Stop the Music,,,
87,2006-05-05,The Proposition,,,
88,2003-08-22,Marci X,,,
89,2002-12-06,Equilibrium,,,
90,2011-04-29,Dylan Dog: Dead of Night,,,
91,2012-08-29,The Oogieloves in the BIG Balloon Adventure,,,
92,2008-05-23,The Children of Huang Shi,,,
93,2000-10-20,The Yards,,,
94,2010-08-06,Middle Men,,,
95,2017-04-28,JÃ¬yÃ¬ dÃ shÄ«,,,
96,2010-12-03,All Good Things,,,
97,2015-11-13,By the Sea,,,
98,2005-03-18,Steamboy,,,
99,2005-04-22,The Game of Their Lives,,,
100,1994-09-11,Rapa Nui,,,
1,2010-12-10,The Tempest,,,
2,2008-03-07,é·æ±ä¸è (CJ7),,,
3,2009-09-18,The Burning Plain,,,
4,1998-03-27,Les Couloirs du temps: Les visiteurs 2,,,
5,2003-04-25,People I Know,,,
6,2015-10-30,Regression,,,
7,2008-12-31,Admiral,,,
8,2012-12-31,Zambezia,,,
9,2010-04-13,Three Kingdoms: Resurrection of the Dragon,,,
10,2004-03-31,The Touch,,,
11,2015-05-29,Survivor,,,
12,2016-11-18,The History of Love,,,
13,2007-12-25,Butterfly on a Wheel,,,
14,2014-08-29,Dwegons and Leprechauns,,,
15,2016-07-22,Fight Valley,,,
16,2017-12-31,The Thousand Miles,,,
17,2018-12-13,Bird Box,,,
18,2009-08-21,Der Baader Meinhof Komplex,,,
19,2017-12-01,The Shape of Water,,,
20,2012-11-23,De rouille et dâos,,,
21,2006-12-20,The Painted Veil,,,
22,2013-08-23,The Frozen Ground,,,
23,2011-07-29,The Devil's Double,,,
24,1985-07-03,Back to the Future,,,
25,1990-11-09,Dances with Wolves,,,
26,2000-07-07,Scary Movie,,,
27,2011-06-24,Bad Teacher,,,
28,2016-08-12,Sausage Party,,,
29,1989-09-15,Sea of Love,,,
30,2003-01-10,Just Married,,,
31,2009-09-11,I Can Do Bad All By Myself,,,
32,2004-07-16,A Cinderella Story,,,
33,1980-05-23,The Shining,,,
34,2001-10-26,Thirteen Ghosts,,,
35,1999-10-29,House on Haunted Hill,,,
36,2010-02-26,The Crazies,,,
37,2009-01-16,Notorious,,,
38,2018-11-02,Nobodyâs Fool,,,
39,2010-08-20,The Switch,,,
40,2010-01-08,Leap Year,,,
41,2013-11-08,The Book Thief,,,
42,2007-10-19,"Gone, Baby, Gone",,,
43,2000-07-26,Thomas and the Magic Railroad,,,
44,1962-11-08,Mutiny on The Bounty,,,
45,2002-09-20,Sen to Chihiro no Kamikakushi,,,
46,2008-10-17,Sex Drive,,,
47,1998-01-09,Firestorm,,,
48,2011-03-04,Take Me Home Tonight,,,
49,2012-09-28,Won't Back Down,,,
50,2018-06-01,Action Point,,,
51,1964-01-01,The Fall of the Roman Empire,,,
52,1993-11-24,The Nutcracker,,,
53,2011-12-13,George Balanchine\'s The Nutcracker,,,
54,1996-08-16,Kansas City,,,
55,2016-03-08,Out of the Inferno,,,
56,2005-06-24,George A. Romero's Land of the Dead,,,
57,2006-12-15,IndigÃ¨nes,,,
58,2005-04-15,The Amityville Horror,,,
59,2002-12-06,Adaptation,,,
60,2009-10-02,The Invention of Lying,,,
61,1998-05-22,Fear and Loathing in Las Vegas,,,
62,2008-07-04,Ne le dis Ã personne,,,
63,2001-02-02,Left Behind,,,
64,2014-05-09,Neighbors,,,
65,2006-11-03,Borat,,,
66,1994-07-29,The Mask,,,
67,1988-06-03,Big,,,
68,2001-07-13,Legally Blonde,,,
69,2004-04-30,Mean Girls,,,
70,1984-06-01,Star Trek III: The Search for Spock,,,
71,2005-09-09,The Exorcism of Emily Rose,,,
72,1999-12-10,Deuce Bigalow: Male Gigolo,,,
73,2004-01-01,Barbershop 2: Back in Business,,,
74,2005-12-16,The Family Stone,,,
75,2003-11-26,Bad Santa,,,
76,1987-06-12,Predator,,,
77,2016-03-25,My Big Fat Greek Wedding 2,,,
78,2015-09-11,The Perfect Guy,,,
79,1997-05-02,Austin Powers: International Man of Mystery,,,
80,2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,,,
81,1984-09-19,Amadeus,,,
82,2008-04-11,Prom Night,,,
83,2011-04-08,Soul Surfer,,,
84,2003-09-26,Under the Tuscan Sun,,,
85,2018-06-29,Uncle Drew,,,
86,2014-10-17,Birdman or (The Unexpected Virtue of Ignorance),,,
87,1986-10-10,Peggy Sue Got Married,,,
88,2001-12-26,Gosford Park,,,
89,2002-01-11,Orange County,,,
90,2013-07-26,Blue Jasmine,,,
91,2006-04-28,United 93,,,
92,2003-12-05,Honey,,,
93,2005-10-14,The Fog,,,
94,1996-05-24,Spy Hard,,,
95,2015-08-07,Ricki and the Flash,,,
96,1989-12-13,Glory,,,
97,1984-06-29,Conan the Destroyer,,,
98,2015-11-13,Love the Coopers,,,
99,1970-06-24,Catch-22,,,
100,2009-04-10,Observe and Report,,,
1,1980-11-14,Raging Bull,,,
2,2009-09-18,Love Happens,,,
3,2009-09-25,Fame,,,
4,2017-04-28,The Circle,,,
5,1985-12-04,Young Sherlock Holmes,,,
6,2010-11-05,127 Hours,,,
7,2000-05-19,Small Time Crooks,,,
8,2000-05-12,Center Stage,,,
9,2016-01-15,Norm of the North,,,
